trial_index,S,B,latency_s,peak_memory_bytes,energy_j,status,energy_method,energy_j_from_counter,energy_j_from_power,is_validation,repeats,latency_repeats,latency_window_s,warmup_repeats,warmup_window_s,oom_retries,latency_mad_s,power_samples,distinct_power_readings,power_window_s,free_memory_bytes_before,gpu_temp_c_before,gpu_temp_c_after,sm_clock_mhz_before,sm_clock_mhz_after,power_w_before,power_w_after,measurement_warning,trial_count,latency_trial_mad_s,energy_trial_mad_j,peak_memory_range_bytes
1,112,1,0.0005791180001324392,24273920,0.03855424102666934,ok,nvml_counter,0.03855424102666934,0.038550012922617255,1,4987,853,0.5005901660001655,845,0.5000727339997866,0,1.4806000308453804e-05,131,18,3.0002888549997806,15471542272,76,76,1590,1590,49.338,64.319,,1,,,
2,112,1,0.0005842670000220096,24273920,0.03810676929149398,ok,nvml_counter,0.03810676929149398,0.03798486932461983,1,5067,842,0.500212245000057,844,0.5003759080000236,0,1.7058999901564675e-05,132,17,3.0004778920001627,15471542272,75,76,1590,1590,52.263,64.123,,1,,,
0,64,8,0.0004979445000117266,17793536,0.034630093520374085,ok,nvml_counter,0.034630093520374085,0.03425193343957305,0,5988,974,0.5000326760000462,964,0.5000191119997908,0,1.9916499923056108e-05,130,23,3.0001070140001502,15471542272,75,76,1590,1515,48.648,68.138,,1,,,
1,64,8,0.00048627149999447283,17793536,0.034834871622755496,ok,nvml_counter,0.034834871622755496,0.03454888266017223,0,5959,1010,0.5000487080001221,947,0.5002078779998556,0,8.903499974621809e-06,130,20,3.000175532999947,15471542272,76,77,1575,1545,44.436,67.927,,1,,,
2,64,8,0.0004828239998460049,17793536,0.03467386572911435,ok,nvml_counter,0.03467386572911435,0.0344627777992718,0,5973,1008,0.5001698689998193,1014,0.5003336770000715,0,1.1009999752786825e-05,130,21,3.0002791469996737,15471542272,76,77,1590,1545,42.587,65.811,,1,,,
0,448,16,0.016931222500261356,307247104,1.1103483146067417,ok,nvml_counter,1.1103483146067417,1.135601148654695,1,178,30,0.5076205390000723,31,0.5163958829998592,0,6.773650011382415e-05,121,13,3.0018190780001532,15471542272,76,76,1575,855,42.982,66.988,,1,,,
1,448,16,0.01684238000007099,307247104,1.1457696629213483,ok,nvml_counter,1.1457696629213483,1.1398917879501786,1,178,30,0.5057494989996485,31,0.515932371999952,0,8.099250021587068e-05,124,18,3.008352074999948,15471542272,76,76,1560,855,37.4,68.263,,1,,,
2,448,16,0.01695379300008426,307247104,1.1473089887640449,ok,nvml_counter,1.1473089887640449,1.1409168628527875,1,178,30,0.5078948400000627,31,0.5158215000001292,0,6.656749997091538e-05,124,16,3.0059947310001007,15471542272,76,76,1545,900,39.748,67.675,,1,,,
0,128,16,0.0016533564999008377,32210944,0.11079669421487603,ok,nvml_counter,0.11079669421487603,0.10920688118767706,0,1815,302,0.5008988549998321,305,0.5004204050001135,0,1.1194500075362157e-05,125,25,3.000398860000132,15471542272,76,77,1560,1155,37.499,69.986,,1,,,
1,128,16,0.0016484070001752116,32210944,0.10745835631549917,ok,nvml_counter,0.10745835631549917,0.11118497768713671,0,1813,304,0.500120478000099,309,0.5013139509997018,0,3.632899984040705e-05,127,26,3.001344460999917,15471542272,76,77,1560,1065,40.341,70.52,,1,,,
2,128,16,0.001661700000113342,32210944,0.11058018609742748,ok,nvml_counter,0.11058018609742748,0.10907878787844566,0,1827,301,0.5003635120001491,305,0.5010179529999732,0,2.2154999896883965e-05,126,22,3.000430035000136,15471542272,76,77,1545,1110,37.301,66.694,,1,,,
0,128,256,0.03355063100002553,431923200,2.1725222222222222,ok,nvml_counter,2.1725222222222222,2.2500497839234272,0,90,20,0.6715911719998076,20,0.6687487740000506,0,0.0001735614998779056,121,18,3.019125783000163,15471542272,76,76,1560,990,38.289,43.673,,1,,,
1,128,256,0.033506795999983296,431923200,2.2458666666666667,ok,nvml_counter,2.2458666666666667,2.21511276374678,0,90,20,0.6701252200000454,20,0.6673190260003139,0,0.00014492850004899083,122,23,3.021430701999634,15471542272,76,76,1560,900,42.883,65.949,,1,,,
2,128,256,0.03342382400001043,431923200,2.253433333333333,ok,nvml_counter,2.253433333333333,2.227834769314759,0,90,20,0.6688658919997579,20,0.6674990090000392,0,0.00019846399982270668,122,17,3.0140243400001054,15471542272,76,76,1545,870,35.74,66.972,,1,,,
0,224,256,0.10801235849999102,1292992512,7.237392857142857,ok,nvml_counter,7.237392857142857,7.197515719302696,0,28,20,2.164777402999789,20,2.1587320549997457,0,0.0008059590002176265,121,25,3.0245726499997545,15471542272,76,76,1560,750,40.439,63.593,,1,,,
1,224,256,0.10848982199991042,1292992512,7.238928571428572,ok,nvml_counter,7.238928571428572,7.222218662909233,0,28,20,2.1626517029999377,20,2.1623563150001246,0,0.0007115959999737242,121,24,3.0277143220000653,15471542272,76,77,1560,900,36.532,64.084,,1,,,
2,224,256,0.10809909899990089,1292992512,7.233785714285714,ok,nvml_counter,7.233785714285714,7.2418595067044595,0,28,20,2.165112900999702,20,2.1588413580002452,0,0.0006581374998404499,121,25,3.0332513660000586,15471542272,76,77,1185,855,34.851,63.828,,1,,,
0,384,4,0.0034098714997981006,53837824,0.22192027334851935,ok,nvml_counter,0.22192027334851935,0.22713173821727975,0,878,146,0.5001794239997253,148,0.5027765590002673,0,2.5618999870857806e-05,126,23,3.000934122000217,15471542272,76,77,1575,1080,35.543,67.282,,1,,,
1,384,4,0.0033971779998864804,53837824,0.22961503416856494,ok,nvml_counter,0.22961503416856494,0.2275225038155781,0,878,147,0.5006833699999333,149,0.5006845190000604,0,1.0104000011779135e-05,125,21,3.0001742170002217,15471542272,77,78,1500,945,41.625,68.6,,1,,,
2,384,4,0.0034064619999298884,53837824,0.2221404109589041,ok,nvml_counter,0.2221404109589041,0.22752892483663234,0,876,146,0.5009667049998825,150,0.5022565250001207,0,5.1249000080133555e-05,126,22,3.0029397549997157,15471542272,77,78,1560,960,37.301,65.655,,1,,,
0,224,1,0.0005427620003501943,18699776,0.037893526247449454,ok,nvml_counter,0.037893526247449454,0.037523718234645204,0,5391,903,0.5004863700000897,897,0.5002071620001516,0,1.0053000551124569e-05,128,20,3.0000811639997664,15471542272,77,78,1470,1365,39.574,67.38,,1,,,
1,224,1,0.0005400839997946605,18699776,0.037814328026656796,ok,nvml_counter,0.037814328026656796,0.037594067970490495,0,5402,904,0.5000785349998296,910,0.50042713799985,0,8.771999773671268e-06,129,20,3.0002587660001154,15471542272,77,78,1575,1395,41.23,68.754,,1,,,
2,224,1,0.0005440859999907843,18699776,0.03736095865349433,ok,nvml_counter,0.03736095865349433,0.03710597011308552,0,5466,897,0.5003523820000737,857,0.5001640290001887,0,1.1650000033114338e-05,129,23,3.000070444999892,15471542272,77,78,1575,1380,39.946,68.418,,1,,,
0,224,252,0.10614764550018663,1284718592,7.012310344827586,ok,nvml_counter,7.012310344827586,7.014240676431068,1,29,20,2.1225920350002525,20,2.125495096999657,0,0.0003901665002103982,123,25,3.0760165330002565,15471542272,77,76,1575,900,40.538,63.789,,1,,,
1,224,252,0.1052771270001358,1284718592,7.00748275862069,ok,nvml_counter,7.00748275862069,7.042115645738573,1,29,20,2.106602648000262,20,2.1114262800001597,0,0.0005321979999735049,122,25,3.056597093000164,15471542272,76,76,1560,765,34.376,63.632,,1,,,
2,224,252,0.10540204800008723,1284718592,7.0056551724137925,ok,nvml_counter,7.0056551724137925,7.011294492392969,1,29,20,2.1048291239999344,20,2.1040761130002466,0,0.0003338730000450596,122,22,3.0503880470000695,15471542272,75,76,1575,765,33.98,64.378,,1,,,
0,224,4,0.0013278989999889745,27377664,0.08988676731793961,ok,nvml_counter,0.08988676731793961,0.08939855577282077,0,2252,375,0.5002253380002912,374,0.5012462720001167,0,9.02700003280188e-06,127,20,3.000603195000167,15471542272,75,76,1560,1155,34.653,65.77,,1,,,
1,224,4,0.0013310720000845322,27377664,0.08980249110320285,ok,nvml_counter,0.08980249110320285,0.08923617480235564,0,2248,375,0.5013018519998695,380,0.5011099849998573,0,4.557000011118362e-06,128,17,3.0006024700001035,15471542272,76,77,1545,1155,37.894,67.478,,1,,,
2,224,4,0.001331284000116284,27377664,0.08995812917594655,ok,nvml_counter,0.08995812917594655,0.08946797891270161,0,2245,375,0.5009468670000388,381,0.5007435909997184,0,4.392999926494667e-06,127,17,3.001309830000082,15471542272,76,77,1545,1155,38.981,67.127,,1,,,
0,112,16,0.0013650699997924676,27377664,0.08889122486288849,ok,nvml_counter,0.08889122486288849,0.09100419450954741,1,2188,363,0.500270725000064,368,0.5003782939998018,0,7.317999916267581e-06,126,18,3.0008121209998535,15471542272,76,77,1575,1155,40.341,65.458,,1,,,
1,112,16,0.0013616210003419837,27377664,0.09195473251028806,ok,nvml_counter,0.09195473251028806,0.0906843522057987,1,2187,365,0.5012285180000617,370,0.5008617970001978,0,6.347000180539908e-06,127,18,3.00087849800002,15471542272,76,77,1560,1125,43.205,69.048,,1,,,
2,112,16,0.0013618650000353227,27377664,0.092348623853211,ok,nvml_counter,0.092348623853211,0.09171989604336564,1,2180,365,0.5005815370000164,369,0.5000063889997364,0,4.663999789045192e-06,127,19,3.000297270000374,15471542272,77,77,1560,1140,38.289,66.849,,1,,,
0,512,252,0.5195571949998339,6131294208,34.441050000000004,ok,nvml_counter,34.441050000000004,34.607841393558225,1,20,20,10.394058053000208,20,10.391211852000197,0,0.0005641375000777771,408,62,10.385368003000167,15471542272,77,77,1575,690,37.894,41.526,,1,,,
1,512,252,0.5195669854999778,6131294208,34.75575,ok,nvml_counter,34.75575,34.68588015879049,1,20,20,10.387278358999993,20,10.399020600999847,0,0.001078071999927488,410,63,10.405342403999839,15471542272,76,77,1470,765,38.586,69.441,,1,,,
2,512,252,0.5216268894998848,6131294208,34.7899,ok,nvml_counter,34.7899,34.73555513919423,1,20,20,10.430014111999753,20,10.434453498000039,0,0.000742569500062018,409,62,10.416538434999893,15471542272,76,77,1575,660,34.949,66.145,,1,,,
0,448,1,0.0013212469998507004,27377664,0.08937985865724381,ok,nvml_counter,0.08937985865724381,0.08866620753337591,1,2264,377,0.5002223179999419,366,0.5010526200003369,0,5.498000064108055e-06,128,21,3.0000052579998737,15471542272,76,78,1575,1125,37.597,69.692,,1,,,
1,448,1,0.0013215140002102999,27377664,0.08921024734982333,ok,nvml_counter,0.08921024734982333,0.08897376236261258,1,2264,377,0.501219473999754,382,0.5000346529996023,0,1.4475000170932617e-05,128,16,3.0004942250002387,15471542272,77,78,1560,1125,38.092,66.792,,1,,,
2,448,1,0.0013233790000413137,27377664,0.08926858407079646,ok,nvml_counter,0.08926858407079646,0.08857604240015195,1,2260,376,0.5009995800000979,383,0.5008998039998005,0,6.69199994263181e-06,128,18,3.0013349719997677,15471542272,77,78,1575,1125,39.475,66.636,,1,,,
0,368,229,0.26450919149988295,3016961024,17.5762,ok,nvml_counter,17.5762,17.684522732974386,1,20,20,5.294303898999715,20,5.309618904000217,0,0.0007356620001246483,207,41,5.293438908000098,15471542272,77,76,1560,735,39.475,49.633,,1,,,
1,368,229,0.26409736599998723,3016961024,17.588050000000003,ok,nvml_counter,17.588050000000003,17.57110850316885,1,20,20,5.284162443999776,20,5.273524779000127,0,0.00052833149993603,210,34,5.274938835999819,15471542272,76,76,1545,780,41.699,69.006,,1,,,
2,368,229,0.2657315855001343,3016961024,17.9319,ok,nvml_counter,17.9319,17.75920492737588,1,20,20,5.31209864199991,20,5.296984202000203,0,0.0004867479997301416,209,40,5.322485631000291,15471542272,76,77,1560,825,39.452,68.263,,1,,,
0,512,229,0.4894397860000481,5682331648,32.34545,ok,nvml_counter,32.34545,32.59229741553702,1,20,20,9.785015501000089,20,9.768853428000057,0,0.0010557575001257646,384,60,9.753987842000242,15471542272,76,77,1560,855,38.981,72.045,,1,,,
1,512,229,0.48519753250002395,5682331648,32.376,ok,nvml_counter,32.376,32.388806315153964,1,20,20,9.704890837999756,20,9.723104052000053,0,0.0004949945000589651,381,59,9.71607691500003,15471542272,76,76,1575,675,40.736,66.89,,1,,,
2,512,229,0.48626079050018234,5682331648,32.43245,ok,nvml_counter,32.43245,32.49204195217916,1,20,20,9.723722740000085,20,9.718755742000212,0,0.0006584185000519938,382,61,9.729265263000343,15471542272,76,77,1185,690,37.894,69.048,,1,,,
0,112,32,0.002634745999785082,41025536,0.1745126637554585,ok,nvml_counter,0.1745126637554585,0.17403567967031236,1,1145,191,0.5001408319999427,189,0.5022197700000106,0,3.88469998142682e-05,126,20,3.002049396000075,15471542272,76,77,1440,1035,34.949,66.105,,1,,,
1,112,32,0.0026052190003156284,41025536,0.17467947598253275,ok,nvml_counter,0.17467947598253275,0.1731636122036796,1,1145,192,0.5016560299995945,196,0.5019938410000577,0,2.8293000696066883e-05,126,21,3.002533025000048,15471542272,77,77,1560,1020,37.4,68.502,,1,,,
2,112,32,0.0026336619998801325,41025536,0.17436910994764399,ok,nvml_counter,0.17436910994764399,0.1724388455603592,1,1146,191,0.5019187100001545,194,0.5012307739998505,0,5.9479998526512645e-06,126,18,3.002354041000217,15471542272,77,78,1575,1050,38.092,67.577,,1,,,
0,256,16,0.005790135000097507,119316480,0.37140229885057474,ok,nvml_counter,0.37140229885057474,0.37934461292804733,0,522,87,0.5029523250000238,89,0.5050687809998635,0,0.00012058199990860885,121,23,3.0002524470000935,15471542272,77,77,1575,900,41.822,68.586,,1,,,
1,256,16,0.005802079999739362,119316480,0.38617850287907873,ok,nvml_counter,0.38617850287907873,0.3795530180307094,0,521,87,0.5039376070003527,89,0.5018074399999932,0,9.70160003817e-05,122,27,3.0013614780000353,15471542272,77,77,1560,930,38.092,66.833,,1,,,
2,256,16,0.005780332999620441,119316480,0.3845038167938931,ok,nvml_counter,0.3845038167938931,0.3782785837582552,0,524,87,0.5024057079999693,89,0.5009842889999163,0,9.66990000961232e-05,121,26,3.0019514850000633,15471542272,76,77,1560,990,36.136,66.382,,1,,,
0,224,33,0.010181917499949122,228128768,0.6871666666666666,ok,nvml_counter,0.6871666666666666,0.6833999174517371,1,294,50,0.5094917390001683,50,0.5064430859997628,0,3.122450016235234e-05,124,17,3.0036329879999357,15471542272,76,77,1560,855,37.894,66.497,,1,,,
1,224,33,0.010197612499950992,228128768,0.6826813559322034,ok,nvml_counter,0.6826813559322034,0.6827379752444338,1,295,50,0.5098210869996365,50,0.500725126999896,0,4.0704000184632605e-05,125,24,3.0089853029999176,15471542272,76,77,1560,885,37.103,66.399,,1,,,
2,224,33,0.010203326000009838,228128768,0.6843694915254238,ok,nvml_counter,0.6843694915254238,0.6812515052546986,1,295,50,0.5096829549997892,50,0.5005104520000714,0,1.9095499965260387e-05,125,20,3.008053812000071,15471542272,76,76,1530,915,36.729,66.44,,1,,,
0,384,229,0.2741440644999784,3116500992,18.283949999999997,ok,nvml_counter,18.283949999999997,18.310161686441873,1,20,20,5.484070425000027,20,5.481144505999964,0,0.0013325310001164326,218,44,5.487706074000016,15471542272,76,76,1560,960,35.74,65.851,,1,,,
1,384,229,0.2757510060000641,3116500992,18.23595,ok,nvml_counter,18.23595,18.29715743613369,1,20,20,5.506052455999907,20,5.501085769999918,0,0.001239900999735255,217,42,5.509859507999863,15471542272,76,77,1560,795,34.455,68.754,,1,,,
2,384,229,0.27579822300026535,3116500992,18.2121,ok,nvml_counter,18.2121,18.45222474232667,1,20,20,5.520794225999907,20,5.517256199000258,0,0.0011594284999318916,217,47,5.5332033169997885,15471542272,76,77,1470,825,35.918,42.784,,1,,,
0,272,256,0.15777224149996982,1761968128,10.46435,ok,nvml_counter,10.46435,10.465874133742542,1,20,20,3.1455900389996714,20,3.1475894870000047,0,0.00071462849996351,124,27,3.1402884499998436,15471542272,76,77,1560,735,43.278,63.239,,1,,,
1,272,256,0.15782025299972702,1761968128,10.4557,ok,nvml_counter,10.4557,10.47704289835724,1,20,20,3.1458831159998226,20,3.1436566030001813,0,0.0005528970002615097,125,25,3.142856345999917,15471542272,76,77,1545,750,37.005,69.79,,1,,,
2,272,256,0.15777057100012826,1761968128,10.4638,ok,nvml_counter,10.4638,10.491934806812665,1,20,20,3.1496305569999095,20,3.150484650999715,0,0.0009867584997209633,125,21,3.142653755000083,15471542272,76,77,1560,720,35.048,70.084,,1,,,
