S,B,latency_s,peak_memory_bytes,energy_j,status,energy_method,energy_j_from_counter,energy_j_from_power,is_validation,repeats,latency_repeats,latency_window_s,warmup_repeats,warmup_window_s,oom_retries,latency_mad_s,power_samples,distinct_power_readings,power_window_s,free_memory_bytes_before,gpu_temp_c_before,gpu_temp_c_after,sm_clock_mhz_before,sm_clock_mhz_after,power_w_before,power_w_after,measurement_warning,trial_count,latency_trial_mad_s,energy_trial_mad_j,peak_memory_range_bytes
512,8,0.01168579699969996,156336128,0.7871796875,ok,nvml_counter,0.7871796875,0.7821293563163696,0,768,129,0.5046664179999425,132,0.505020605000027,0,6.898799983900972e-05,371,20,3.0051196080003137,15471542272,75.0,76.0,1560.0,915.0,36.532,66.105,,3,6.09399967288482e-06,0.00017578124999995115,0
64,1,0.0005035214999224991,23969792,0.03230112945264987,ok,nvml_counter,0.03230112945264987,0.03238117186871227,0,17151,2929,0.500304916999994,2878,0.5003264739998485,0,1.902799976960523e-05,394,16,3.0001265290002266,15471542272,76.0,77.0,1590.0,1590.0,43.574,62.158,,3,7.744999948045006e-07,4.245767297407499e-05,0
256,64,0.02185602600002312,431923200,1.4785434782608695,ok,nvml_counter,1.4785434782608695,1.4713544135528052,0,413,69,0.5034992580003745,72,0.5185614320002969,0,0.00015952200010360684,371,19,3.013269188999857,15471542272,76.0,77.0,1560.0,825.0,40.044,67.871,,3,4.277300013200147e-05,0.01068279911139336,0
112,229,0.028145191000248815,367727616,1.892,ok,nvml_counter,1.892,1.8797960227788497,1,321,60,0.5630772370000159,60,0.5572077449996868,0,0.00013589449986284308,364,22,3.0125169000002643,15471542272,77.0,77.0,1560.0,945.0,36.828,66.497,,3,7.038499961709022e-05,0.000420560747663723,0
256,1,0.0005704674999833514,19499008,0.03917770909793317,ok,nvml_counter,0.03917770909793317,0.038958815665363224,0,15410,2585,0.5004417449999892,2589,0.5004378260000522,0,7.323000090764253e-06,386,18,3.0001000870001917,15471542272,77.0,78.0,1575.0,1305.0,40.364,66.105,,3,4.7650019041611813e-07,0.00013083244767984892,0
128,32,0.003165466500149705,49381376,0.21360361317747079,ok,nvml_counter,0.21360361317747079,0.2102222413292285,0,2828,474,0.5030653710000479,480,0.5007101830001375,0,2.2077500261730165e-05,377,21,3.0016779640000095,15471542272,77.0,77.0,1575.0,1005.0,38.783,67.52,,3,1.5759999314468587e-06,0.00044208289054195604,0
32,64,0.00089543500007494,18186240,0.060191602602010646,ok,nvml_counter,0.060191602602010646,0.05988898672015482,0,10135,1670,0.5007820519999768,1696,0.5001673770002526,0,2.303000019310275e-05,387,18,3.0007097669999894,15471542272,76.0,77.0,1560.0,1320.0,40.538,66.047,,3,6.680002115899697e-07,4.014436813419564e-05,0
112,1,0.0005791180001324392,24273920,0.03824428233438486,ok,nvml_counter,0.03824428233438486,0.03819726138479865,1,15126,2554,0.5003689069999382,2530,0.5003364720000718,0,1.5082000118127326e-05,394,17,3.000438909999957,15471542272,76.0,76.0,1590.0,1590.0,49.338,64.319,,3,5.148999889570405e-06,0.00013751304289087718,0
64,8,0.00048627149999447283,17793536,0.03467386572911435,ok,nvml_counter,0.03467386572911435,0.0344627777992718,0,17920,2992,0.5000487080001221,2925,0.5002078779998556,0,1.1009999752786825e-05,390,20,3.000175532999947,15471542272,76.0,77.0,1590.0,1545.0,44.436,67.927,,3,3.4475001484679524e-06,4.3772208740265606e-05,0
448,16,0.016931222500261356,307247104,1.1457696629213483,ok,nvml_counter,1.1457696629213483,1.1398917879501786,1,534,90,0.5076205390000723,93,0.515932371999952,0,6.773650011382415e-05,369,13,3.0059947310001007,15471542272,76.0,76.0,1560.0,855.0,39.748,67.675,,3,2.257049982290482e-05,0.0015393258426965595,0
128,16,0.0016533564999008377,32210944,0.11058018609742748,ok,nvml_counter,0.11058018609742748,0.10920688118767706,0,5455,907,0.5003635120001491,919,0.5010179529999732,0,2.2154999896883965e-05,378,22,3.000430035000136,15471542272,76.0,77.0,1560.0,1110.0,37.499,69.986,,3,4.949499725626083e-06,0.00021650811744855503,0
128,256,0.033506795999983296,431923200,2.2458666666666667,ok,nvml_counter,2.2458666666666667,2.227834769314759,0,270,60,0.6701252200000454,60,0.6674990090000392,0,0.0001735614998779056,365,17,3.019125783000163,15471542272,76.0,76.0,1560.0,900.0,38.289,65.949,,3,4.383500004223606e-05,0.0075666666666664995,0
224,256,0.10809909899990089,1292992512,7.237392857142857,ok,nvml_counter,7.237392857142857,7.222218662909233,0,84,60,2.164777402999789,60,2.1588413580002452,0,0.0007115959999737242,363,24,3.0277143220000653,15471542272,76.0,77.0,1560.0,855.0,36.532,63.828,,3,8.674049990986532e-05,0.00153571428571464,0
384,4,0.0034064619999298884,53837824,0.2221404109589041,ok,nvml_counter,0.2221404109589041,0.2275225038155781,0,2632,439,0.5006833699999333,447,0.5022565250001207,0,2.5618999870857806e-05,377,21,3.000934122000217,15471542272,77.0,78.0,1560.0,960.0,37.301,67.282,,3,3.4094998682121513e-06,0.00022013761038475188,0
224,1,0.0005427620003501943,18699776,0.037814328026656796,ok,nvml_counter,0.037814328026656796,0.037523718234645204,0,16259,2704,0.5003523820000737,2664,0.5002071620001516,0,1.0053000551124569e-05,386,20,3.0000811639997664,15471542272,77.0,78.0,1575.0,1380.0,39.946,68.418,,3,1.3239996405900456e-06,7.919822079265754e-05,0
224,252,0.10540204800008723,1284718592,7.00748275862069,ok,nvml_counter,7.00748275862069,7.014240676431068,1,87,60,2.106602648000262,60,2.1114262800001597,0,0.0003901665002103982,367,22,3.056597093000164,15471542272,76.0,76.0,1575.0,765.0,34.376,63.789,,3,0.0001249209999514278,0.0018275862068977133,0
224,4,0.0013310720000845322,27377664,0.08988676731793961,ok,nvml_counter,0.08988676731793961,0.08939855577282077,0,6745,1125,0.5009468670000388,1135,0.5011099849998573,0,4.557000011118362e-06,382,17,3.000603195000167,15471542272,76.0,77.0,1545.0,1155.0,37.894,67.127,,3,2.1200003175181337e-07,7.136185800693529e-05,0
112,16,0.0013618650000353227,27377664,0.09195473251028806,ok,nvml_counter,0.09195473251028806,0.09100419450954741,1,6555,1093,0.5005815370000164,1107,0.5003782939998018,0,6.347000180539908e-06,380,18,3.0008121209998535,15471542272,76.0,77.0,1560.0,1140.0,40.341,66.849,,3,2.439996933389921e-07,0.00039389134292294736,0
512,252,0.5195669854999778,6131294208,34.75575,ok,nvml_counter,34.75575,34.68588015879049,1,60,60,10.394058053000208,60,10.399020600999847,0,0.000742569500062018,1227,62,10.405342403999839,15471542272,76.0,77.0,1575.0,690.0,37.894,66.145,,3,9.790500143935787e-06,0.0341500000000039,0
448,1,0.0013215140002102999,27377664,0.08926858407079646,ok,nvml_counter,0.08926858407079646,0.08866620753337591,1,6788,1130,0.5009995800000979,1131,0.5008998039998005,0,6.69199994263181e-06,384,16,3.0004942250002387,15471542272,77.0,78.0,1575.0,1125.0,38.092,66.792,,3,2.6700035959947854e-07,5.833672097313447e-05,0
368,229,0.26450919149988295,3016961024,17.588050000000003,ok,nvml_counter,17.588050000000003,17.684522732974386,1,60,60,5.294303898999715,60,5.296984202000203,0,0.00052833149993603,626,34,5.293438908000098,15471542272,76.0,76.0,1560.0,780.0,39.475,68.263,,3,0.0004118254998957127,0.01185000000000258,0
512,229,0.48626079050018234,5682331648,32.376,ok,nvml_counter,32.376,32.49204195217916,1,60,60,9.723722740000085,60,9.723104052000053,0,0.0006584185000519938,1147,59,9.729265263000343,15471542272,76.0,77.0,1560.0,690.0,38.981,69.048,,3,0.0010632580001583847,0.03054999999999808,0
112,32,0.0026336619998801325,41025536,0.1745126637554585,ok,nvml_counter,0.1745126637554585,0.1731636122036796,1,3436,574,0.5016560299995945,579,0.5019938410000577,0,2.8293000696066883e-05,378,18,3.002354041000217,15471542272,77.0,77.0,1560.0,1035.0,37.4,67.577,,3,1.0839999049494509e-06,0.0001435538078145282,0
256,16,0.005790135000097507,119316480,0.3845038167938931,ok,nvml_counter,0.3845038167938931,0.37934461292804733,0,1567,261,0.5029523250000238,267,0.5018074399999932,0,9.70160003817e-05,364,23,3.0013614780000353,15471542272,77.0,77.0,1560.0,930.0,38.092,66.833,,3,9.80200047706603e-06,0.0016746860851856171,0
224,33,0.010197612499950992,228128768,0.6843694915254238,ok,nvml_counter,0.6843694915254238,0.6827379752444338,1,884,150,0.5096829549997892,150,0.500725126999896,0,3.122450016235234e-05,374,17,3.008053812000071,15471542272,76.0,77.0,1560.0,885.0,37.103,66.44,,3,5.713500058845966e-06,0.0016881355932204523,0
384,229,0.2757510060000641,3116500992,18.23595,ok,nvml_counter,18.23595,18.310161686441873,1,60,60,5.506052455999907,60,5.501085769999918,0,0.001239900999735255,652,42,5.509859507999863,15471542272,76.0,77.0,1560.0,825.0,35.74,65.851,,3,4.721700020127173e-05,0.023849999999999483,0
272,256,0.15777224149996982,1761968128,10.4638,ok,nvml_counter,10.4638,10.47704289835724,1,60,60,3.1458831159998226,60,3.1475894870000047,0,0.00071462849996351,374,21,3.142653755000083,15471542272,76.0,77.0,1560.0,735.0,37.005,69.79,,3,1.6704998415661976e-06,0.0005499999999987182,0
384,1,0.0009943580002982344,23822336,0.06661844724618447,ok,nvml_counter,0.06661844724618447,0.06605003748638079,0,9055,1506,0.5003855300001305,1520,0.5004837900000894,0,6.255000243982067e-06,384,16,3.0002963209999507,15471542272,77.0,78.0,1560.0,1110.0,37.103,66.399,,3,1.5354996776295593e-06,4.4909258284236975e-05,0
112,128,0.015050610500111361,205824000,1.00965,ok,nvml_counter,1.00965,1.0053341602089172,1,599,102,0.5147534290003932,102,0.5089580459998615,0,0.00012549100006253866,368,19,3.0128134080000564,15471542272,76.0,76.0,1560.0,1005.0,37.103,67.029,,3,3.3174000009239535e-05,0.004651507537688504,0
32,128,0.0023030474999359285,59342848,0.15581076923076922,ok,nvml_counter,0.15581076923076922,0.15501855334448955,0,3901,653,0.5019774239999606,653,0.500147398000081,0,1.0944499990728218e-05,381,20,3.0012101540000913,15471542272,76.0,77.0,1560.0,1155.0,38.882,67.38,,3,5.375000000640284e-07,1.1675042866449159e-05,0
128,4,0.0005901939998693706,19497984,0.04089873924354613,ok,nvml_counter,0.04089873924354613,0.04064706962310627,0,14949,2505,0.5004284459996597,2516,0.5005137210000612,0,6.799999937356915e-06,388,23,3.0005070300003354,15471542272,76.0,77.0,1575.0,1350.0,40.044,67.913,,3,8.085003173619043e-07,9.163061734804995e-05,0
128,64,0.005961214000080872,119316480,0.38738568588469185,ok,nvml_counter,0.38738568588469185,0.3949428626894652,0,1510,252,0.5002340370001548,256,0.5026235590003125,0,1.8824999870048487e-05,371,17,3.0032911080002123,15471542272,76.0,76.0,1560.0,930.0,40.834,49.436,,3,3.4650020097615197e-07,9.401921802520974e-05,0
368,1,0.0009429669999008183,23822336,0.06365105979120532,ok,nvml_counter,0.06365105979120532,0.06318879983288228,1,9499,1584,0.5003333099998599,1600,0.5005227990000094,0,6.539999958476983e-06,383,16,3.0007619329999216,15471542272,76.0,76.0,1560.0,1140.0,37.301,66.595,,3,1.1239999366807751e-06,3.256815346470987e-05,0
272,229,0.14204514550010572,1622790144,9.528136363636364,ok,nvml_counter,9.528136363636364,9.42236695677687,1,66,60,2.8402909120000004,60,2.8418900760002543,0,0.00019482749985400005,373,23,3.135919396999725,15471542272,76.0,76.0,1560.0,735.0,37.103,62.551,,3,7.63915002153226e-05,0.0035454545454545183,0
32,229,0.003916718500022398,94227968,0.2562044560943644,ok,nvml_counter,0.2562044560943644,0.2638669417431627,1,2290,384,0.5024485750000167,386,0.5027567030001592,0,2.19065000237606e-05,375,18,3.00162080400014,15471542272,77.0,78.0,1560.0,1050.0,42.587,66.047,,3,5.282500069370144e-06,0.00029084352891933785,0
272,33,0.014020286499999202,303794176,0.9459162790697675,ok,nvml_counter,0.9459162790697675,0.9414806633153509,1,645,108,0.5048123429996849,111,0.5102976119997038,0,8.37024999782443e-05,370,18,3.0081271310000375,15471542272,77.0,78.0,1560.0,825.0,38.981,66.988,,3,1.297349990636576e-05,0.0015999999999999348,0
368,8,0.006490950000170415,88383488,0.43706956521739126,ok,nvml_counter,0.43706956521739126,0.4338156881446005,1,1378,231,0.5017074770003092,236,0.5029128440000932,0,7.849549979255244e-05,372,21,3.001257918999727,15471542272,77.0,77.0,1560.0,930.0,38.981,66.497,,3,7.842699983484636e-05,0.000936985000949353,0
128,1,0.0006066460000511142,24412160,0.04331081926203877,ok,nvml_counter,0.04331081926203877,0.0430359663632175,0,14455,2430,0.5000667640001666,2417,0.5003049380002267,0,6.500999916170258e-06,384,17,3.00051184799986,15471542272,76.0,77.0,1575.0,1500.0,41.131,68.656,,3,2.9100010578986257e-07,7.339564841520041e-05,0
112,256,0.030188557499968738,396533760,2.043131313131313,ok,nvml_counter,2.043131313131313,2.008697892418673,1,297,60,0.6050260040001376,60,0.6018602589997499,0,0.00016877250004654343,364,18,3.0103949909998846,15471542272,75.0,76.0,1560.0,870.0,36.037,66.89,,3,9.26650000110385e-06,0.0026060606060607228,0
64,252,0.00959039400004258,137461760,0.6473044871794872,ok,nvml_counter,0.6473044871794872,0.6393338537130484,1,938,159,0.5084202050002204,159,0.5036693429997285,0,5.786100018667639e-05,371,20,3.002980505999858,15471542272,75.0,76.0,1560.0,975.0,36.235,67.324,,3,1.0383999779151054e-05,0.00038782051282049146,0
272,16,0.0064832059999844205,125280256,0.43496112311015117,ok,nvml_counter,0.43496112311015117,0.4318073554860529,1,1390,233,0.5022626469999523,237,0.5029949200002193,0,1.751900003910123e-05,375,16,3.0028352679996715,15471542272,76.0,77.0,1560.0,885.0,35.938,66.931,,3,1.1889000006704009e-05,0.0006846652267818998,0
128,128,0.016739811499974167,223518720,1.121238888888889,ok,nvml_counter,1.121238888888889,1.115046281156523,0,539,90,0.5030898519999027,93,0.5158801429997766,0,0.00012425049999365,368,18,3.01335459899974,15471542272,77.0,77.0,1575.0,915.0,36.037,66.44,,3,2.3507000150857493e-05,0.003988888888889042,0
512,2,0.00305258300022615,49381376,0.20617893660531697,ok,nvml_counter,0.20617893660531697,0.20487608252424913,0,2928,489,0.5005601490001936,499,0.5015896230001999,0,1.2688999959209468e-05,379,19,3.0006687229997624,15471542272,77.0,78.0,1560.0,1005.0,38.684,66.89,,3,1.8330001694266684e-06,1.1928408595651696e-05,0
512,32,0.042385785500073325,784355328,2.866957746478873,ok,nvml_counter,2.866957746478873,2.855417283353459,0,213,60,0.8494689399999515,60,0.8460985490000894,0,0.00034817649998331035,369,17,3.0123126200001025,15471542272,77.0,77.0,1545.0,855.0,37.993,66.734,,3,5.478050002238888e-05,0.004309859154929985,0
64,256,0.009920626000166521,138272768,0.6440263157894737,ok,nvml_counter,0.6440263157894737,0.6608485676621169,0,912,153,0.505672549999872,154,0.5075110029997632,0,7.230899973365013e-05,365,21,3.0092800769998576,15471542272,76.0,76.0,1560.0,990.0,41.131,64.201,,3,3.1383000077767065e-05,6.578947368418575e-05,0
384,64,0.047999833499943634,857407488,3.241111111111111,ok,nvml_counter,3.241111111111111,3.233485589185915,0,189,60,0.9616290129997651,60,0.9501493200000368,0,0.0002866249999442516,369,21,3.0276592290001645,15471542272,76.0,76.0,1560.0,810.0,37.005,66.931,,3,2.1252500118862372e-05,0.0008253968253968402,0
448,64,0.06711498649974601,1180499968,4.523488888888888,ok,nvml_counter,4.523488888888888,4.514098405637015,1,135,60,1.351274600999659,60,1.3456723889999012,0,0.0007127485000637535,366,12,3.0392143530002613,15471542272,76.0,77.0,1545.0,810.0,36.807,66.931,,3,8.676199990986788e-05,0.013177777777777067,0
272,128,0.0762030330001835,887660544,5.1126,ok,nvml_counter,5.1126,5.145337012529694,1,120,60,1.5234883299999638,60,1.5223640540002634,0,0.00028143800022917276,363,16,3.0480228490000627,15471542272,76.0,77.0,1560.0,780.0,38.388,68.558,,3,2.179849980166182e-05,0.003375000000001016,0
224,8,0.0025762290001694055,41025536,0.17243213058419246,ok,nvml_counter,0.17243213058419246,0.17150670867986398,0,3492,583,0.5013780049998786,594,0.5014921139995749,0,9.032999969349476e-06,376,18,3.0003682130000016,15471542272,76.0,77.0,1560.0,990.0,39.353,65.851,,3,3.935001586796716e-07,0.00013610975915517853,0
384,32,0.024205095000070287,436260864,1.642991935483871,ok,nvml_counter,1.642991935483871,1.6295256515711722,0,372,63,0.5099341889999778,63,0.5027518629999577,0,8.122899998852517e-05,371,17,3.011045660000036,15471542272,76.0,77.0,1560.0,855.0,39.452,67.716,,3,3.2389998523285612e-06,0.002290322580644988,0
272,252,0.15304641550028464,1750933504,10.5196,ok,nvml_counter,10.5196,10.174674056071577,1,60,60,3.058283907999794,60,3.0652413709999564,0,0.0010842900001080125,365,22,3.0507645910001884,15471542272,76.0,76.0,1560.0,750.0,38.981,65.164,,3,0.00044295599968791066,0.009499999999999176,0
32,8,0.0004667519999657088,19537920,0.029123680478966442,ok,nvml_counter,0.029123680478966442,0.029064283704984824,0,18820,3127,0.5003387970000404,3054,0.5002858259999812,0,1.812899972719606e-05,396,14,3.00011437799958,15471542272,76.0,77.0,1590.0,1590.0,42.094,61.274,,3,3.86999772672425e-07,0.0002477657973534893,0
64,128,0.005132659499849979,76644352,0.3465934819897084,ok,nvml_counter,0.3465934819897084,0.3445179138086133,0,1748,293,0.5044999870001448,295,0.5024755600002209,0,3.9294000089284964e-05,372,19,3.002458268999817,15471542272,76.0,77.0,1545.0,1005.0,40.068,66.301,,3,1.4044999261386693e-06,0.000681432099638668,0
448,252,0.42100904200015066,4643954688,28.021949999999997,ok,nvml_counter,28.021949999999997,28.004315795195463,1,60,60,8.419839056,60,8.4104967520002,0,0.0010491499999716325,994,58,8.408443980000357,15471542272,76.0,77.0,1560.0,675.0,39.551,69.3,,3,0.0011550719998467684,0.006250000000001421,0
112,8,0.0008755334999932529,20553728,0.057536219081272086,ok,nvml_counter,0.057536219081272086,0.0588239952502791,1,10209,1705,0.5003116990001217,1699,0.5005958360002296,0,6.679000307485694e-06,385,21,3.00010657599978,15471542272,77.0,78.0,1575.0,1275.0,43.475,66.301,,3,1.0434996511321515e-06,0.0002082684059931672,0
